id	category	subcategory	runner	artifact	description
PP-0117	preprocessor	include-resolution	preprocessor-15	cases/preprocessor/pp_15.CMOT	Nested include macro QA_INC_15_4
PP-0118	preprocessor	include-resolution	preprocessor-15	cases/preprocessor/pp_15.CMOT	Nested include macro QA_INC_15_5
PP-0119	preprocessor	include-resolution	preprocessor-15	cases/preprocessor/pp_15.CMOT	Nested include macro QA_INC_15_6
PP-0120	preprocessor	include-resolution	preprocessor-15	cases/preprocessor/pp_15.CMOT	Nested include macro QA_INC_15_7
PP-0121	preprocessor	include-resolution	preprocessor-16	cases/preprocessor/pp_16.CMOT	Nested include macro QA_INC_16_0
PP-0122	preprocessor	include-resolution	preprocessor-16	cases/preprocessor/pp_16.CMOT	Nested include macro QA_INC_16_1
PP-0123	preprocessor	include-resolution	preprocessor-16	cases/preprocessor/pp_16.CMOT	Nested include macro QA_INC_16_2
PP-0124	preprocessor	include-resolution	preprocessor-16	cases/preprocessor/pp_16.CMOT	Nested include macro QA_INC_16_3
PP-0125	preprocessor	include-resolution	preprocessor-16	cases/preprocessor/pp_16.CMOT	Nested include macro QA_INC_16_4
PP-0126	preprocessor	include-resolution	preprocessor-16	cases/preprocessor/pp_16.CMOT	Nested include macro QA_INC_16_5
PP-0127	preprocessor	include-resolution	preprocessor-16	cases/preprocessor/pp_16.CMOT	Nested include macro QA_INC_16_6
PP-0128	preprocessor	include-resolution	preprocessor-16	cases/preprocessor/pp_16.CMOT	Nested include macro QA_INC_16_7
PP-0129	preprocessor	plugswitch-defined	preprocessor-17	cases/preprocessor/pp_17.CMOT	Plugswitch DEFINED QA_SW_17_0 >= 5
PP-0130	preprocessor	plugswitch-defined	preprocessor-17	cases/preprocessor/pp_17.CMOT	Plugswitch DEFINED QA_SW_17_1 <= 5
PP-0131	preprocessor	plugswitch-defined	preprocessor-17	cases/preprocessor/pp_17.CMOT	Plugswitch DEFINED QA_SW_17_2 == 7
PP-0132	preprocessor	plugswitch-defined	preprocessor-17	cases/preprocessor/pp_17.CMOT	Plugswitch DEFINED QA_SW_17_3 != 8
PP-0133	preprocessor	plugswitch-defined	preprocessor-17	cases/preprocessor/pp_17.CMOT	Plugswitch DEFINED QA_SW_17_4 > 2
PP-0134	preprocessor	plugswitch-defined	preprocessor-17	cases/preprocessor/pp_17.CMOT	Plugswitch DEFINED QA_SW_17_5 < 3
PP-0135	preprocessor	plugswitch-defined	preprocessor-17	cases/preprocessor/pp_17.CMOT	Plugswitch DEFINED QA_SW_17_6 >= 9
PP-0136	preprocessor	plugswitch-defined	preprocessor-17	cases/preprocessor/pp_17.CMOT	Plugswitch DEFINED QA_SW_17_7 <= 3
PP-0137	preprocessor	plugswitch-defined	preprocessor-18	cases/preprocessor/pp_18.CMOT	Plugswitch DEFINED QA_SW_18_0 >= 5
PP-0138	preprocessor	plugswitch-defined	preprocessor-18	cases/preprocessor/pp_18.CMOT	Plugswitch DEFINED QA_SW_18_1 <= 5
PP-0139	preprocessor	plugswitch-defined	preprocessor-18	cases/preprocessor/pp_18.CMOT	Plugswitch DEFINED QA_SW_18_2 == 7
PP-0140	preprocessor	plugswitch-defined	preprocessor-18	cases/preprocessor/pp_18.CMOT	Plugswitch DEFINED QA_SW_18_3 != 8
PP-0141	preprocessor	plugswitch-defined	preprocessor-18	cases/preprocessor/pp_18.CMOT	Plugswitch DEFINED QA_SW_18_4 > 2
PP-0142	preprocessor	plugswitch-defined	preprocessor-18	cases/preprocessor/pp_18.CMOT	Plugswitch DEFINED QA_SW_18_5 < 3
PP-0143	preprocessor	plugswitch-defined	preprocessor-18	cases/preprocessor/pp_18.CMOT	Plugswitch DEFINED QA_SW_18_6 >= 9
PP-0144	preprocessor	plugswitch-defined	preprocessor-18	cases/preprocessor/pp_18.CMOT	Plugswitch DEFINED QA_SW_18_7 <= 3
PP-0145	preprocessor	plugswitch-defined	preprocessor-19	cases/preprocessor/pp_19.CMOT	Plugswitch DEFINED QA_SW_19_0 >= 5
PP-0146	preprocessor	plugswitch-defined	preprocessor-19	cases/preprocessor/pp_19.CMOT	Plugswitch DEFINED QA_SW_19_1 <= 5
PP-0147	preprocessor	plugswitch-defined	preprocessor-19	cases/preprocessor/pp_19.CMOT	Plugswitch DEFINED QA_SW_19_2 == 7
PP-0148	preprocessor	plugswitch-defined	preprocessor-19	cases/preprocessor/pp_19.CMOT	Plugswitch DEFINED QA_SW_19_3 != 8
PP-0149	preprocessor	plugswitch-defined	preprocessor-19	cases/preprocessor/pp_19.CMOT	Plugswitch DEFINED QA_SW_19_4 > 2
PP-0150	preprocessor	plugswitch-defined	preprocessor-19	cases/preprocessor/pp_19.CMOT	Plugswitch DEFINED QA_SW_19_5 < 3
PP-0151	preprocessor	plugswitch-defined	preprocessor-19	cases/preprocessor/pp_19.CMOT	Plugswitch DEFINED QA_SW_19_6 >= 9
PP-0152	preprocessor	plugswitch-defined	preprocessor-19	cases/preprocessor/pp_19.CMOT	Plugswitch DEFINED QA_SW_19_7 <= 3
PP-0153	preprocessor	plugswitch-defined	preprocessor-20	cases/preprocessor/pp_20.CMOT	Plugswitch DEFINED QA_SW_20_0 >= 5
PP-0154	preprocessor	plugswitch-defined	preprocessor-20	cases/preprocessor/pp_20.CMOT	Plugswitch DEFINED QA_SW_20_1 <= 5
PP-0155	preprocessor	plugswitch-defined	preprocessor-20	cases/preprocessor/pp_20.CMOT	Plugswitch DEFINED QA_SW_20_2 == 7
PP-0156	preprocessor	plugswitch-defined	preprocessor-20	cases/preprocessor/pp_20.CMOT	Plugswitch DEFINED QA_SW_20_3 != 8
PP-0157	preprocessor	plugswitch-defined	preprocessor-20	cases/preprocessor/pp_20.CMOT	Plugswitch DEFINED QA_SW_20_4 > 2
PP-0158	preprocessor	plugswitch-defined	preprocessor-20	cases/preprocessor/pp_20.CMOT	Plugswitch DEFINED QA_SW_20_5 < 3
PP-0159	preprocessor	plugswitch-defined	preprocessor-20	cases/preprocessor/pp_20.CMOT	Plugswitch DEFINED QA_SW_20_6 >= 9
PP-0160	preprocessor	plugswitch-defined	preprocessor-20	cases/preprocessor/pp_20.CMOT	Plugswitch DEFINED QA_SW_20_7 <= 3
PP-0161	preprocessor	plugswitch-platform	preprocessor-21	cases/preprocessor/pp_21.CMOT	Platform Plugswitch family 0
PP-0162	preprocessor	plugswitch-platform	preprocessor-21	cases/preprocessor/pp_21.CMOT	Platform Plugswitch family 1
PP-0163	preprocessor	plugswitch-platform	preprocessor-21	cases/preprocessor/pp_21.CMOT	Platform Plugswitch family 2
PP-0164	preprocessor	plugswitch-platform	preprocessor-21	cases/preprocessor/pp_21.CMOT	Platform Plugswitch family 3
PP-0165	preprocessor	plugswitch-platform	preprocessor-21	cases/preprocessor/pp_21.CMOT	Platform Plugswitch family 4
PP-0166	preprocessor	plugswitch-platform	preprocessor-21	cases/preprocessor/pp_21.CMOT	Platform Plugswitch family 5
PP-0167	preprocessor	plugswitch-platform	preprocessor-21	cases/preprocessor/pp_21.CMOT	Platform Plugswitch family 6
PP-0168	preprocessor	plugswitch-platform	preprocessor-21	cases/preprocessor/pp_21.CMOT	Platform Plugswitch family 7
PP-0169	preprocessor	plugswitch-platform	preprocessor-22	cases/preprocessor/pp_22.CMOT	Platform Plugswitch family 0
PP-0170	preprocessor	plugswitch-platform	preprocessor-22	cases/preprocessor/pp_22.CMOT	Platform Plugswitch family 1
PP-0171	preprocessor	plugswitch-platform	preprocessor-22	cases/preprocessor/pp_22.CMOT	Platform Plugswitch family 2
PP-0172	preprocessor	plugswitch-platform	preprocessor-22	cases/preprocessor/pp_22.CMOT	Platform Plugswitch family 3
PP-0173	preprocessor	plugswitch-platform	preprocessor-22	cases/preprocessor/pp_22.CMOT	Platform Plugswitch family 4
PP-0174	preprocessor	plugswitch-platform	preprocessor-22	cases/preprocessor/pp_22.CMOT	Platform Plugswitch family 5
PP-0175	preprocessor	plugswitch-platform	preprocessor-22	cases/preprocessor/pp_22.CMOT	Platform Plugswitch family 6
PP-0176	preprocessor	plugswitch-platform	preprocessor-22	cases/preprocessor/pp_22.CMOT	Platform Plugswitch family 7
PP-0177	preprocessor	plugin-loading	preprocessor-23	cases/preprocessor/pp_23.CMOT	Plugin QA::Plugin23 value 0
PP-0178	preprocessor	plugin-loading	preprocessor-23	cases/preprocessor/pp_23.CMOT	Plugin QA::Plugin23 value 1
PP-0179	preprocessor	plugin-loading	preprocessor-23	cases/preprocessor/pp_23.CMOT	Plugin QA::Plugin23 value 2
PP-0180	preprocessor	plugin-loading	preprocessor-23	cases/preprocessor/pp_23.CMOT	Plugin QA::Plugin23 value 3
PP-0181	preprocessor	plugin-loading	preprocessor-23	cases/preprocessor/pp_23.CMOT	Plugin QA::Plugin23 value 4
PP-0182	preprocessor	plugin-loading	preprocessor-23	cases/preprocessor/pp_23.CMOT	Plugin QA::Plugin23 value 5
PP-0183	preprocessor	plugin-loading	preprocessor-23	cases/preprocessor/pp_23.CMOT	Plugin QA::Plugin23 value 6
PP-0184	preprocessor	plugin-loading	preprocessor-23	cases/preprocessor/pp_23.CMOT	Plugin QA::Plugin23 value 7
PP-0185	preprocessor	plugin-loading	preprocessor-24	cases/preprocessor/pp_24.CMOT	Plugin QA::Plugin24 value 0
PP-0186	preprocessor	plugin-loading	preprocessor-24	cases/preprocessor/pp_24.CMOT	Plugin QA::Plugin24 value 1
PP-0187	preprocessor	plugin-loading	preprocessor-24	cases/preprocessor/pp_24.CMOT	Plugin QA::Plugin24 value 2
PP-0188	preprocessor	plugin-loading	preprocessor-24	cases/preprocessor/pp_24.CMOT	Plugin QA::Plugin24 value 3
PP-0189	preprocessor	plugin-loading	preprocessor-24	cases/preprocessor/pp_24.CMOT	Plugin QA::Plugin24 value 4
PP-0190	preprocessor	plugin-loading	preprocessor-24	cases/preprocessor/pp_24.CMOT	Plugin QA::Plugin24 value 5
PP-0191	preprocessor	plugin-loading	preprocessor-24	cases/preprocessor/pp_24.CMOT	Plugin QA::Plugin24 value 6
PP-0192	preprocessor	plugin-loading	preprocessor-24	cases/preprocessor/pp_24.CMOT	Plugin QA::Plugin24 value 7
FEATURE-0001	language-feature	01_class_fields_methods	01_class_fields_methods	cases/features/01_class_fields_methods.CMOT	class construction
FEATURE-0002	language-feature	01_class_fields_methods	01_class_fields_methods	cases/features/01_class_fields_methods.CMOT	method using This
FEATURE-0003	language-feature	01_class_fields_methods	01_class_fields_methods	cases/features/01_class_fields_methods.CMOT	public field read
FEATURE-0004	language-feature	01_class_fields_methods	01_class_fields_methods	cases/features/01_class_fields_methods.CMOT	public field write
FEATURE-0005	language-feature	02_lifecycle_new_delete	02_lifecycle_new_delete	cases/features/02_lifecycle_new_delete.CMOT	New allocates
FEATURE-0006	language-feature	02_lifecycle_new_delete	02_lifecycle_new_delete	cases/features/02_lifecycle_new_delete.CMOT	constructor initializes
FEATURE-0007	language-feature	02_lifecycle_new_delete	02_lifecycle_new_delete	cases/features/02_lifecycle_new_delete.CMOT	destructor executes
FEATURE-0008	language-feature	02_lifecycle_new_delete	02_lifecycle_new_delete	cases/features/02_lifecycle_new_delete.CMOT	Delete changes lifecycle state
FEATURE-0009	language-feature	03_inheritance	03_inheritance	cases/features/03_inheritance.CMOT	single inheritance allocation
FEATURE-0010	language-feature	03_inheritance	03_inheritance	cases/features/03_inheritance.CMOT	inherited method
FEATURE-0011	language-feature	03_inheritance	03_inheritance	cases/features/03_inheritance.CMOT	derived method inherited field
FEATURE-0012	language-feature	03_inheritance	03_inheritance	cases/features/03_inheritance.CMOT	derived public field
FEATURE-0013	language-feature	04_virtual_dispatch	04_virtual_dispatch	cases/features/04_virtual_dispatch.CMOT	base pointer to derived
FEATURE-0014	language-feature	04_virtual_dispatch	04_virtual_dispatch	cases/features/04_virtual_dispatch.CMOT	overridable Value dispatch
FEATURE-0015	language-feature	04_virtual_dispatch	04_virtual_dispatch	cases/features/04_virtual_dispatch.CMOT	overridable Other dispatch
FEATURE-0016	language-feature	04_virtual_dispatch	04_virtual_dispatch	cases/features/04_virtual_dispatch.CMOT	multiple virtual calls
FEATURE-0017	language-feature	05_constructor_overload	05_constructor_overload	cases/features/05_constructor_overload.CMOT	Int32 constructor overload
FEATURE-0018	language-feature	05_constructor_overload	05_constructor_overload	cases/features/05_constructor_overload.CMOT	Int constructor overload
FEATURE-0019	language-feature	05_constructor_overload	05_constructor_overload	cases/features/05_constructor_overload.CMOT	typed constructor selection
FEATURE-0020	language-feature	05_constructor_overload	05_constructor_overload	cases/features/05_constructor_overload.CMOT	delete overloaded instances
FEATURE-0021	language-feature	06_auto_getset	06_auto_getset	cases/features/06_auto_getset.CMOT	automatic getter
FEATURE-0022	language-feature	06_auto_getset	06_auto_getset	cases/features/06_auto_getset.CMOT	automatic setter
FEATURE-0023	language-feature	06_auto_getset	06_auto_getset	cases/features/06_auto_getset.CMOT	Getall public data
FEATURE-0024	language-feature	06_auto_getset	06_auto_getset	cases/features/06_auto_getset.CMOT	Setall public fields
FEATURE-0025	language-feature	07_operation_overload	07_operation_overload	cases/features/07_operation_overload.CMOT	Operation plus
FEATURE-0026	language-feature	07_operation_overload	07_operation_overload	cases/features/07_operation_overload.CMOT	Operation minus
FEATURE-0027	language-feature	07_operation_overload	07_operation_overload	cases/features/07_operation_overload.CMOT	commuted operands
FEATURE-0028	language-feature	07_operation_overload	07_operation_overload	cases/features/07_operation_overload.CMOT	operation result expression
FEATURE-0029	language-feature	08_templates	08_templates	cases/features/08_templates.CMOT	template function instantiation
FEATURE-0030	language-feature	08_templates	08_templates	cases/features/08_templates.CMOT	template class New
FEATURE-0031	language-feature	08_templates	08_templates	cases/features/08_templates.CMOT	single-type template storage
FEATURE-0032	language-feature	08_templates	08_templates	cases/features/08_templates.CMOT	multi-type template storage
FEATURE-0033	language-feature	09_exceptions	09_exceptions	cases/features/09_exceptions.CMOT	Try normal path
FEATURE-0034	language-feature	09_exceptions	09_exceptions	cases/features/09_exceptions.CMOT	Throw Catchall
FEATURE-0035	language-feature	09_exceptions	09_exceptions	cases/features/09_exceptions.CMOT	typed Catch
FEATURE-0036	language-feature	09_exceptions	09_exceptions	cases/features/09_exceptions.CMOT	post-catch continuation
FEATURE-0037	language-feature	10_exception_destructor	10_exception_destructor	cases/features/10_exception_destructor.CMOT	stack object setup
FEATURE-0038	language-feature	10_exception_destructor	10_exception_destructor	cases/features/10_exception_destructor.CMOT	throw unwinding
FEATURE-0039	language-feature	10_exception_destructor	10_exception_destructor	cases/features/10_exception_destructor.CMOT	destructor during unwind
FEATURE-0040	language-feature	10_exception_destructor	10_exception_destructor	cases/features/10_exception_destructor.CMOT	catch completion
FEATURE-0041	language-feature	11_dynamic_struct	11_dynamic_struct	cases/features/11_dynamic_struct.CMOT	base dynamic field Int16
FEATURE-0042	language-feature	11_dynamic_struct	11_dynamic_struct	cases/features/11_dynamic_struct.CMOT	base dynamic field Int32
FEATURE-0043	language-feature	11_dynamic_struct	11_dynamic_struct	cases/features/11_dynamic_struct.CMOT	expanded Uint16 field
FEATURE-0044	language-feature	11_dynamic_struct	11_dynamic_struct	cases/features/11_dynamic_struct.CMOT	expanded Double field
FEATURE-0045	language-feature	12_fptr_global	12_fptr_global	cases/features/12_fptr_global.CMOT	Fptr declaration
FEATURE-0046	language-feature	12_fptr_global	12_fptr_global	cases/features/12_fptr_global.CMOT	Global prefix
FEATURE-0047	language-feature	12_fptr_global	12_fptr_global	cases/features/12_fptr_global.CMOT	Global suffix
FEATURE-0048	language-feature	12_fptr_global	12_fptr_global	cases/features/12_fptr_global.CMOT	global mutation
FEATURE-0049	language-feature	13_tstore_threadstore	13_tstore_threadstore	cases/features/13_tstore_threadstore.CMOT	Tstore declaration
FEATURE-0050	language-feature	13_tstore_threadstore	13_tstore_threadstore	cases/features/13_tstore_threadstore.CMOT	ThreadStore synonym
FEATURE-0051	language-feature	13_tstore_threadstore	13_tstore_threadstore	cases/features/13_tstore_threadstore.CMOT	thread local mutation
FEATURE-0052	language-feature	13_tstore_threadstore	13_tstore_threadstore	cases/features/13_tstore_threadstore.CMOT	thread local result
FEATURE-0053	language-feature	14_target_hit_direct	14_target_hit_direct	cases/features/14_target_hit_direct.CMOT	Hit declaration
FEATURE-0054	language-feature	14_target_hit_direct	14_target_hit_direct	cases/features/14_target_hit_direct.CMOT	Target direct dispatch
FEATURE-0055	language-feature	14_target_hit_direct	14_target_hit_direct	cases/features/14_target_hit_direct.CMOT	Target arguments
FEATURE-0056	language-feature	14_target_hit_direct	14_target_hit_direct	cases/features/14_target_hit_direct.CMOT	Hit return path
FEATURE-0057	language-feature	15_target_hit_object	15_target_hit_object	cases/features/15_target_hit_object.CMOT	object Target declaration
FEATURE-0058	language-feature	15_target_hit_object	15_target_hit_object	cases/features/15_target_hit_object.CMOT	object Hit declaration
FEATURE-0059	language-feature	15_target_hit_object	15_target_hit_object	cases/features/15_target_hit_object.CMOT	object dispatch
FEATURE-0060	language-feature	15_target_hit_object	15_target_hit_object	cases/features/15_target_hit_object.CMOT	object payload
FEATURE-0061	language-feature	16_packages	16_packages	cases/features/16_packages.CMOT	package function Add
FEATURE-0062	language-feature	16_packages	16_packages	cases/features/16_packages.CMOT	package function Mul
FEATURE-0063	language-feature	16_packages	16_packages	cases/features/16_packages.CMOT	nested package calls
FEATURE-0064	language-feature	16_packages	16_packages	cases/features/16_packages.CMOT	package name mangling
FEATURE-0065	language-feature	17_stl_sequence	17_stl_sequence	cases/features/17_stl_sequence.CMOT	Vector sort/At
FEATURE-0066	language-feature	17_stl_sequence	17_stl_sequence	cases/features/17_stl_sequence.CMOT	List sort/At
FEATURE-0067	language-feature	17_stl_sequence	17_stl_sequence	cases/features/17_stl_sequence.CMOT	Dlist sort/At
FEATURE-0068	language-feature	17_stl_sequence	17_stl_sequence	cases/features/17_stl_sequence.CMOT	Vector Size
FEATURE-0069	language-feature	18_stl_maps	18_stl_maps	cases/features/18_stl_maps.CMOT	Dict put/get
FEATURE-0070	language-feature	18_stl_maps	18_stl_maps	cases/features/18_stl_maps.CMOT	HashDict put/get
FEATURE-0071	language-feature	18_stl_maps	18_stl_maps	cases/features/18_stl_maps.CMOT	MultiDict contains
FEATURE-0072	language-feature	18_stl_maps	18_stl_maps	cases/features/18_stl_maps.CMOT	MultiHashDict contains
FEATURE-0073	language-feature	19_stl_trees	19_stl_trees	cases/features/19_stl_trees.CMOT	BinaryTree
FEATURE-0074	language-feature	19_stl_trees	19_stl_trees	cases/features/19_stl_trees.CMOT	BinarySearchTree
FEATURE-0075	language-feature	19_stl_trees	19_stl_trees	cases/features/19_stl_trees.CMOT	BTree
FEATURE-0076	language-feature	19_stl_trees	19_stl_trees	cases/features/19_stl_trees.CMOT	BPlusTree
FEATURE-0077	language-feature	20_algorithms	20_algorithms	cases/features/20_algorithms.CMOT	algorithm object creation
FEATURE-0078	language-feature	20_algorithms	20_algorithms	cases/features/20_algorithms.CMOT	sorting algorithm
FEATURE-0079	language-feature	20_algorithms	20_algorithms	cases/features/20_algorithms.CMOT	search algorithm
FEATURE-0080	language-feature	20_algorithms	20_algorithms	cases/features/20_algorithms.CMOT	min/max comparison
FEATURE-0081	language-feature	21_io_string_wide_math	21_io_string_wide_math	cases/features/21_io_string_wide_math.CMOT	CString object and Contains raw strings (nested and escaped braces, quotes, slash, multiline preservation)
FEATURE-0082	language-feature	21_io_string_wide_math	21_io_string_wide_math	cases/features/21_io_string_wide_math.CMOT	Character object
FEATURE-0083	language-feature	21_io_string_wide_math	21_io_string_wide_math	cases/features/21_io_string_wide_math.CMOT	StringParser object
FEATURE-0084	language-feature	21_io_string_wide_math	21_io_string_wide_math	cases/features/21_io_string_wide_math.CMOT	Wide string objects
FEATURE-0085	language-feature	22_filesystem_logging_locks	22_filesystem_logging_locks	cases/features/22_filesystem_logging_locks.CMOT	Math and String packages
FEATURE-0086	language-feature	22_filesystem_logging_locks	22_filesystem_logging_locks	cases/features/22_filesystem_logging_locks.CMOT	Wide and Locks packages
FEATURE-0087	language-feature	22_filesystem_logging_locks	22_filesystem_logging_locks	cases/features/22_filesystem_logging_locks.CMOT	Filesystem package
FEATURE-0088	language-feature	22_filesystem_logging_locks	22_filesystem_logging_locks	cases/features/22_filesystem_logging_locks.CMOT	Logging and Exception packages
FEATURE-0089	language-feature	23_thread	23_thread	cases/features/23_thread.CMOT	Header-defined builtin Thread object construction
FEATURE-0090	language-feature	23_thread	23_thread	cases/features/23_thread.CMOT	current thread
FEATURE-0091	language-feature	23_thread	23_thread	cases/features/23_thread.CMOT	yield
FEATURE-0092	language-feature	23_thread	23_thread	cases/features/23_thread.CMOT	micro/nano sleep
FEATURE-0093	language-feature	24_net	24_net	cases/features/24_net.CMOT	Net object
FEATURE-0094	language-feature	24_net	24_net	cases/features/24_net.CMOT	TCP IPv4 socket
FEATURE-0095	language-feature	24_net	24_net	cases/features/24_net.CMOT	UDP IPv4 socket
FEATURE-0096	language-feature	24_net	24_net	cases/features/24_net.CMOT	socket close
TOOL-0001	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotive executable is present
TOOL-0002	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotive++ executable is present
TOOL-0003	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotivepp executable is present
TOOL-0004	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	CMotiveSymsToDebugFile executable is present
TOOL-0005	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	c2cmotive executable is present
TOOL-0006	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotive --version exits successfully
TOOL-0007	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotive reports the self-hosted compiler version
TOOL-0008	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotive++ reports the same compiler version
TOOL-0009	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	c2cmotive reports its self-hosted version
TOOL-0010	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	c2cmotive --help exits successfully
TOOL-0011	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	c2cmotive help documents the output option
TOOL-0012	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	c2cmotive help documents the support-header option
TOOL-0013	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotive without input returns status 2
TOOL-0014	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotive without input emits a diagnostic
TOOL-0015	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotivepp without input returns status 2
TOOL-0016	tool-cli	binaries-version-diagnostics	tool-tests	scripts/run_tool_tests.sh	cmotivepp without input emits a diagnostic
TOOL-0017	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	--print-linker exits successfully
TOOL-0018	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	--print-linker returns a nonempty linker command
TOOL-0019	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	--print-toolchain exits successfully
TOOL-0020	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	toolchain report contains the C compiler
TOOL-0021	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	toolchain report contains the linker
TOOL-0022	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	default target architecture is native
TOOL-0023	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	x64 target selection round-trips
TOOL-0024	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	x86_64 target selection round-trips
TOOL-0025	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	arm64 target selection round-trips
TOOL-0026	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	cmotive++ is the same frontend binary
TOOL-0027	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	cmotivepp is the same multi-call frontend binary
TOOL-0028	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	CMotiveSymsToDebugFile is the same multi-call frontend binary
TOOL-0029	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	version output is deterministic
TOOL-0030	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	frontend discovers its source root outside the working directory
TOOL-0031	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	compiler accepts an uppercase CMOT source extension
TOOL-0032	tool-cli	driver-target-root-discovery	tool-tests	scripts/run_tool_tests.sh	compiler accepts a lowercase cmot source extension
TOOL-0033	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	normal compile-and-link mode exits successfully
TOOL-0034	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	normal compile-and-link mode creates the requested executable
TOOL-0035	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	compiled CMotive executable returns success
TOOL-0036	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-o writes the exact requested output path
TOOL-0037	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	--emit-c exits successfully
TOOL-0038	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	--emit-c identifies generated CMotive C
TOOL-0039	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	emitted C compiles in strict C11 mode
TOOL-0040	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	strict-C11 compiled output executes successfully
TOOL-0041	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-c object-only mode exits successfully
TOOL-0042	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-c object-only mode creates a nonempty object
TOOL-0043	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	--keep-c compile-and-link mode exits successfully
TOOL-0044	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	--keep-c preserves output-path.c
TOOL-0045	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	preserved --keep-c source is generated CMotive C
TOOL-0046	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-g build exits successfully
TOOL-0047	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-g build creates JSON debug metadata
TOOL-0048	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-g build creates CMotive symbol metadata
TOOL-0049	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-g metadata records debug level 1
TOOL-0050	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-g symbol file records debug level 1
TOOL-0051	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-g2 metadata records debug level 2
TOOL-0052	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-g3 metadata records debug level 3
TOOL-0053	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-O0 is passed through and recorded
TOOL-0054	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-O1 is passed through and recorded
TOOL-0055	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-O2 is passed through and recorded
TOOL-0056	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-O3 is passed through and recorded
